frame_index,timestamp,R,G,B,average_SpO2
319, 15:13:33,70.900884,182.57197,936.159091,96.1
320, 15:13:33,70.924676,182.727628,935.834517,96.1
321, 15:13:33,71.011798,183.198272,937.567472,96.1
322, 15:13:33,71.036656,183.481652,938.429688,96.1
323, 15:13:33,71.12062,183.905421,939.935369,96.1
324, 15:13:33,71.155619,184.208807,940.269886,96.1
325, 15:13:33,71.226997,184.557884,941.526278,96.1
326, 15:13:33,71.301649,184.961766,943.199574,96.1
327, 15:13:33,71.334557,185.31901,943.325994,96.1
328, 15:13:33,71.226799,184.991004,941.951705,96.1
329, 15:13:33,70.780342,183.16063,935.745028,96.1
330, 15:13:34,70.401121,181.218987,929.723011,96.1
331, 15:13:34,70.211135,180.01598,926.246449,96.1
332, 15:13:34,70.186316,179.509706,926.166193,96.1
333, 15:13:34,70.124645,178.881984,923.87429,96.1
334, 15:13:34,70.063644,178.238281,922.56321,96.1
335, 15:13:34,69.995541,177.871094,921.877131,96.1
336, 15:13:34,70.080848,177.882221,921.929688,96.1
337, 15:13:34,70.08215,177.925426,922.115057,96.1
338, 15:13:34,70.063526,177.75071,921.572443,96.1
339, 15:13:34,70.057331,177.582978,921.577415,96.1
340, 15:13:34,70.075915,177.474905,920.738636,96.1
341, 15:13:34,70.033381,177.430634,920.461648,96.1
342, 15:13:34,70.163747,177.775805,922.129261,96.1
343, 15:13:34,70.207899,178.085819,923.551847,96.1
344, 15:13:34,70.28196,178.231297,924.325284,96.1
345, 15:13:34,70.35176,178.60026,925.209517,96.1
346, 15:13:34,70.392124,178.754025,925.262784,96.1
347, 15:13:34,70.438486,178.991122,926.324574,96.1
348, 15:13:34,70.441367,179.191525,926.569602,96.1
349, 15:13:34,70.507418,179.57197,928.477273,96.1
350, 15:13:34,70.562303,179.779238,928.584517,96.1
351, 15:13:34,70.595999,180.135062,929.892756,96.1
352, 15:13:34,70.68604,180.520241,931.237926,96.1
353, 15:13:34,70.718632,180.775213,931.483665,96.1
354, 15:13:34,70.821062,181.179569,932.654119,96.1
355, 15:13:34,70.574692,180.305516,929.279119,96.1
356, 15:13:34,70.04364,178.03054,921.09233,96.1
357, 15:13:34,69.694326,175.954664,916.722301,96.1
358, 15:13:34,69.551215,174.588305,912.143466,96.1
359, 15:13:34,69.519768,173.82777,911.068892,96.1
360, 15:13:35,69.382734,173.007102,908.525568,96.1
361, 15:13:35,69.290246,172.249053,907.008523,96.1
362, 15:13:35,69.256155,171.855587,905.872159,96.1
363, 15:13:35,69.31901,172.020005,907.014915,96.1
364, 15:13:35,69.385298,172.124645,907.503551,96.1
365, 15:13:35,69.364386,172.057647,907.107244,96.1
366, 15:13:35,69.369318,172.071023,907.542614,96.1
367, 15:13:35,69.369831,172.001065,907.742188,96.1
368, 15:13:35,69.409051,172.227154,908.277699,96.1
369, 15:13:35,69.487216,172.478693,909.221591,96.1
370, 15:13:35,69.585306,172.933002,910.899148,96.1
371, 15:13:35,69.625158,173.274148,911.835227,96.1
372, 15:13:35,69.692038,173.586529,912.382812,96.1
373, 15:13:35,69.742779,173.820668,913.614347,96.1
374, 15:13:35,69.797112,174.263021,914.455966,96.1
375, 15:13:35,69.89027,174.712003,916.223722,96.1
376, 15:13:35,69.9186,174.963187,916.137074,96.1
377, 15:13:35,70.031092,175.44697,918.53125,96.1
378, 15:13:35,70.052951,175.780066,918.740057,96.1
379, 15:13:35,70.137074,176.287169,920.447443,96.1
380, 15:13:35,70.211372,176.750118,921.097301,96.1
381, 15:13:35,70.253551,177.134706,922.234375,96.1
382, 15:13:35,70.350497,177.571851,923.698153,96.1
383, 15:13:35,70.380287,177.965672,924.87642,96.1
384, 15:13:35,70.45565,178.508996,925.926136,96.1
385, 15:13:35,70.414299,178.42803,925.801136,96.1
386, 15:13:35,69.980745,176.643939,918.642045,96.1
387, 15:13:35,69.413194,173.985322,911.107955,96.1
388, 15:13:35,69.129064,172.239938,905.976562,96.1
389, 15:13:35,69.036892,171.238045,904.604403,96.1
390, 15:13:36,68.922309,170.496567,901.899858,95.85
391, 15:13:36,68.828638,169.804569,900.989347,95.85
392, 15:13:36,68.730035,169.128078,898.549716,95.85
393, 15:13:36,68.762784,169.173769,899.315341,95.85
394, 15:13:36,68.815223,169.323982,899.96946,95.85
395, 15:13:36,68.911577,169.676965,901.303267,95.85
396, 15:13:36,68.923927,169.761837,901.414773,95.85
397, 15:13:36,68.923374,169.83357,902.214489,95.85
398, 15:13:36,68.964173,170.033617,902.147727,95.85
399, 15:13:36,68.991122,170.188329,903.166903,95.85
400, 15:13:36,69.152541,170.851562,905.231534,95.85
401, 15:13:36,69.161892,171.134825,906.016335,95.85
402, 15:13:36,69.294863,171.71224,907.614347,95.85
403, 15:13:36,69.3052,172.046757,908.022017,95.85
404, 15:13:36,69.428149,172.470052,909.209517,95.85
405, 15:13:36,69.500434,172.877249,910.723722,95.85
406, 15:13:36,69.570431,173.323509,911.588778,95.85
407, 15:13:36,69.662405,173.749527,913.485795,95.85
408, 15:13:36,69.677083,174.1875,913.778409,95.85
409, 15:13:36,69.827888,174.809422,917.163352,95.85
410, 15:13:36,69.855903,175.299242,917.252841,95.85
411, 15:13:36,69.943576,175.827415,919.296875,95.85
412, 15:13:36,70.007023,176.234138,920.740057,95.85
413, 15:13:36,70.038865,176.577296,920.554688,95.85
414, 15:13:36,70.114702,177.019768,922.618608,95.85
415, 15:13:36,70.226523,177.687145,924.259233,95.85
416, 15:13:36,70.329348,178.238045,924.735085,95.85
417, 15:13:36,70.165167,177.708097,922.97017,95.85
418, 15:13:36,69.607955,175.53267,914.948864,95.85
419, 15:13:36,69.13593,173.05741,908.330256,95.85
420, 15:13:37,68.92661,171.603693,904.255682,95.9
421, 15:13:37,68.829624,170.798532,902.274148,95.9
422, 15:13:37,68.76602,170.1134,900.294034,95.9
423, 15:13:37,68.636127,169.43821,899.02983,95.9
424, 15:13:37,68.604916,169.127723,898.277699,95.9
425, 15:13:37,68.68099,169.363045,899.683949,95.9
426, 15:13:37,68.743056,169.63589,900.403409,95.9
427, 15:13:37,68.818616,169.923651,901.845881,95.9
428, 15:13:37,68.802123,169.948982,901.960938,95.9
429, 15:13:37,68.826428,170.102391,901.350142,95.9
430, 15:13:37,68.906289,170.330137,902.833097,95.9
431, 15:13:37,69.001223,170.846473,904.550426,95.9
432, 15:13:37,69.139717,171.306463,906.225142,95.9
433, 15:13:37,69.214568,171.893703,907.848011,95.9
434, 15:13:37,69.290286,172.407789,908.077415,95.9
435, 15:13:37,69.340357,172.724669,909.109375,95.9
436, 15:13:37,69.422467,173.119673,910.973722,95.9
437, 15:13:37,69.430161,173.388968,911.705966,95.9
438, 15:13:37,69.510614,173.852391,912.600142,95.9
439, 15:13:37,69.572325,174.195668,913.943892,95.9
440, 15:13:37,69.605271,174.496686,914.852273,95.9
441, 15:13:37,69.69551,175.033499,916.277699,95.9
442, 15:13:37,69.732955,175.363636,916.900568,95.9
443, 15:13:37,69.830374,175.873698,918.512074,95.9
444, 15:13:37,69.881787,176.262784,919.113636,95.9
445, 15:13:37,69.986742,176.849905,921.747159,95.9
446, 15:13:37,70.043442,177.211766,921.679688,95.9
447, 15:13:37,69.89319,176.782789,919.659801,95.9
448, 15:13:37,69.358862,174.569484,912.470881,95.9
449, 15:13:37,68.928109,172.203362,905.163352,95.9
